区站号,省份,站名,站类,经度,纬度,观测场拔海高度（米）,气压传感器拔海高度（米）
57844 ,贵州,锦屏,一般站,10911,2641 ,343.0 ,344.0 
57845 ,湖南,通道,基本站,10947,2610 ,397.5 ,398.8 
57859 ,广西,资源,一般站,11038,2602 ,408.4 ,409.6 
57865 ,湖南,冷水滩,一般站,11137,2630,192.8 ,193.8 
57866 ,湖南,永州,基本站,11137,2614 ,172.6 ,173.4 
57867 ,湖南,东安,一般站,11117,2624 ,169.0 ,170.0 
57868 ,湖南,祁阳,一般站,11152,2636 ,113.2 ,114.6 
57870 ,湖南,祁东,一般站,11206,2648 ,151.6 ,153.1 
57871 ,湖南,衡阳县,一般站,11222,2659 ,90.8 ,92.3 
57872 ,湖南,衡阳,基本站,11236,2654 ,104.9 ,106.1 
57874 ,湖南,常宁,基准站,11224,2625 ,116.6 ,117.6 
57875 ,湖南,衡南,一般站,11241,2645 ,137.0 ,138.4 
57876 ,湖南,耒阳,一般站,11250,2626,135.0 ,136.2 
57881 ,湖南,安仁,一般站,11316,2643 ,101.8 ,103.0 
57882 ,湖南,茶陵,一般站,11333,2647 ,136.2 ,137.4 
57883 ,江西,夏坪,一般站,11417,2645 ,253.0 ,257.1 
57886 ,湖南,炎陵,一般站,11348,2629,268.8 ,269.9 
57887 ,湖南,永兴,一般站,11307 ,2608,167.6 ,168.8 
57889 ,湖南,桂东,基本站,11357,2605 ,835.9 ,837.1 
57891 ,江西,永新,一般站,11415,2656 ,153.0 ,154.0 
57894 ,江西,井冈山,基本站,11410,2635 ,843.0 ,848.4 
57895 ,江西,万安,一般站,11447,2628 ,101.6 ,102.8 
57896 ,江西,遂川,基准站,11430,2620 ,126.1 ,127.3 
57899 ,江西,泰和,一般站,11455,2648 ,71.4 ,72.6 
57900 ,贵州,晴隆,一般站,10513,2550 ,1552.7 ,1553.6 
57902 ,贵州,兴仁,基准站,10511,2526 ,1378.5 ,1379.3 
57903 ,贵州,关岭,一般站,10536,2556 ,1142.0 ,1143.0 
57905 ,贵州,贞丰,一般站,10537,2524 ,1184.9 ,1186.1 
57906 ,贵州,望谟,基本站,10605,2511 ,566.8 ,567.4 
57907 ,贵州,兴义,基本站,10454,2505 ,1299.6 ,1300.6 
57908 ,贵州,安龙,一般站,10529,2507 ,1394.5 ,1395.5 
57909 ,贵州,册亨,一般站,10549,2459 ,584.8 ,586.0 
57910 ,贵州,紫云,基本站,10605,2546 ,1197.6 ,1198.8 
57911 ,贵州,白云,一般站,10639,2640 ,1323.0 ,1324.2 
57912 ,贵州,惠水,基本站,10638,2608 ,990.9 ,992.3 
57913 ,贵州,龙里,一般站,10659,2627 ,1093.7 ,1094.7 
57914 ,贵州,花溪,一般站,10640,2625 ,1149.0 ,1149.8 
57915 ,贵州,乌当,一般站,10646,2638 ,1104.0 ,1104.9 
57916 ,贵州,罗甸,基本站,10646,2526 ,440.3 ,441.5 
57921 ,贵州,平塘,一般站,10721,2551 ,821.4 ,822.4 
57922 ,贵州,独山,基本站,10733,2550 ,1013.3 ,1014.3 
57923 ,贵州,三都,一般站,10752,2559 ,452.0 ,453.2 
57926 ,贵州,荔波,基本站,10753,2525 ,428.7 ,429.7 
57927 ,广西,天峨,一般站,10711,2458 ,287.3 ,288.5 
57932 ,贵州,榕江,基本站,10831,2556 ,285.7 ,286.9 
57936 ,贵州,从江,一般站,10855,2545,258.1 ,259.1 
57941 ,广西,三江,一般站,10936,2547 ,197.3 ,198.5 
57942 ,广西,龙胜,一般站,11000,2548 ,268.0 ,269.2 
57947 ,广西,融安,基本站,10924,2514 ,161.5 ,162.7 
57948 ,广西,融水,一般站,10915,2505 ,122.7 ,123.9 
57949 ,广西,永福,一般站,11000,2459 ,156.8 ,158.0 
57954 ,广西,临桂,一般站,11009,2514 ,222.5 ,223.7 
57955 ,广西,兴安,一般站,11040,2537 ,224.0 ,225.2 
57956 ,广西,灵川,一般站,11019,2525 ,167.9 ,169.1 
57957 ,广西,桂林,基本站,11018,2519 ,164.4 ,165.6 
57960 ,广西,全州,一般站,11104,2556 ,195.6 ,196.8 
57962 ,湖南,双牌,一般站,11139,2558 ,167.8 ,168.8 
57964 ,广西,灌阳,一般站,11109,2530 ,263.1 ,264.3 
57965 ,湖南,道县,基本站,11136,2532 ,192.2 ,193.0 
57966 ,湖南,宁远,一般站,11158,2536 ,244.2 ,244.9 
57969 ,湖南,江永,一般站,11119,2517 ,269.0 ,270.0 
57971 ,湖南,新田,一般站,11212,2555 ,224.2 ,225.2 
57972 ,湖南,郴州,基本站,11258,2544 ,368.8 ,370.1 
57973 ,湖南,桂阳,一般站,11243,2545 ,329.1 ,330.3 
57974 ,湖南,嘉禾,基本站,11222,2535 ,214.5 ,215.4 
57975 ,湖南,蓝山,一般站,11212,2523 ,277.0 ,278.0 
57976 ,湖南,宜章,一般站,11256,2524 ,222.8 ,224.2 
57978 ,湖南,临武,一般站,11233,2516 ,292.0 ,293.2 
57981 ,湖南,资兴,一般站,11313,2558 ,139.3 ,140.5 
57985 ,湖南,汝城,一般站,11341,2533 ,609.8 ,611.0 
57988 ,广东,乐昌,一般站,11321,2507 ,143.2 ,144.0 
57989 ,广东,仁化,一般站,11346,2504,112.7 ,113.5 
57990 ,江西,崇义,一般站,11419,2542 ,280.0 ,281.2 
57991 ,江西,上犹,一般站,11433,2548 ,140.2 ,141.7 
57992 ,江西,南康,一般站,11445,2540 ,127.0 ,128.5 
57993 ,江西,赣县,基本站,11500,2552 ,137.5 ,138.4 
57994 ,江西,大余,一般站,11421,2524 ,215.6 ,216.8 
57995 ,江西,信丰,一般站,11452,2521 ,204.4 ,205.6 
57996 ,广东,南雄,基准站,11415,2505,149.7 ,150.5 
58001 ,河南,睢县,一般站,11506 ,3426 ,56.3 ,56.9 
58002 ,山东,曹县,一般站,11535,3451 ,49.0 ,49.8 
58003 ,山东,成武,一般站,11553,3457 ,45.4 ,46.6 
58004 ,河南,民权,一般站,11509 ,3439 ,60.6 ,61.6 
58005 ,河南,商丘,基准站,11532 ,3426 ,50.8 ,51.8 
58006 ,河南,虞城,一般站,11553 ,3423 ,46.3 ,47.8 
58007 ,河南,柘城,一般站,11518 ,3404 ,47.2 ,48.3 
58008 ,河南,宁陵,一般站,11520 ,3428 ,54.4 ,55.4 
58011 ,山东,单县,一般站,11604,3448 ,46.2 ,47.4 
58012 ,江苏,丰县,一般站,11639,3440,42.0 ,43.1 
58013 ,江苏,沛县,一般站,11654,3445 ,36.5 ,37.6 
58015 ,安徽,砀山,基本站,11620,3427 ,44.2 ,45.4 
58016 ,安徽,萧县,一般站,11658,3411 ,34.7 ,35.9 
58017 ,河南,夏邑,一般站,11608 ,3415 ,41.0 ,42.0 
58020 ,山东,微山,一般站,11708,3448 ,35.1 ,36.1 
58021 ,山东,薛城,一般站,11717,3447 ,80.5 ,82.0 
58022 ,山东,峄城,一般站,11734,3445 ,48.3 ,49.5 
58024 ,山东,枣庄,一般站,11735,3452 ,77.7 ,78.7 
58025 ,山东,台儿庄,一般站,11744,3434 ,27.6 ,28.8 
58026 ,江苏,邳州,基本站,11801,3424 ,25.7 ,27.0 
58027 ,江苏,徐州,基本站,11709,3417 ,41.2 ,42.3 
58030,山东,兰陵,一般站,11801,3453,44.5 ,45.7 
58032 ,山东,临沭,一般站,11839,3457 ,90.1 ,91.3 
58035 ,江苏,新沂,一般站,11821,3420 ,29.3 ,30.5 
58036,江苏,东海,一般站,11843,3433,32.9 ,34.1 
58038 ,江苏,沭阳,基本站,11847,3405 ,10.4 ,11.6 
58040 ,江苏,赣榆,基本站,11908,3451 ,5.3 ,6.4 
58041 ,江苏,西连岛,一般站,11926,3447 ,26.9 ,28.0 
58044 ,江苏,连云港,一般站,11914,3432 ,4.7 ,5.9 
58045 ,江苏,响水,一般站,11936,3412,4.8 ,6.0 
58047 ,江苏,灌云,基本站,11914,3415,4.8 ,6.0 
58048 ,江苏,灌南,一般站,11921,3407 ,4.2 ,5.6 
58049 ,江苏,滨海,一般站,11948,3401,4.1 ,5.3 
58100 ,河南,郸城,一般站,11510 ,3339 ,41.4 ,42.4 
58101 ,河南,鹿邑,一般站,11529 ,3352 ,41.3 ,42.8 
58102 ,安徽,亳州,基本站,11544,3347 ,39.1 ,40.3 
58104 ,河南,沈丘,一般站,11504 ,3324 ,41.2 ,42.5 
58107 ,安徽,临泉,一般站,11517,3301 ,35.8 ,37.0 
58108 ,安徽,界首,一般站,11522,3320,38.0 ,39.2 
58109 ,安徽,太和,一般站,11539,3308 ,31.0 ,32.2 
58111 ,河南,永城,基本站,11627 ,3358 ,32.5 ,33.5 
58112 ,安徽,天柱山,一般站,11627,3044 ,968.2 ,969.4 
58113 ,安徽,濉溪,一般站,11642,3357 ,32.2 ,33.4 
58114,安徽,涡阳,一般站,11611,3329,31.2 ,32.3 
58116 ,安徽,淮北,一般站,11652,3402 ,32.9 ,34.1 
58117 ,安徽,利辛,一般站,11612,3308 ,27.9 ,29.4 
58118 ,安徽,蒙城,基本站,11631,3316 ,26.0 ,27.2 
58122 ,安徽,宿州,基本站,11659,3338 ,25.9 ,27.1 
58125,安徽,灵璧,一般站,11731,3335,22.9 ,24.4 
58126 ,安徽,泗县,一般站,11752,3328 ,19.5 ,20.7 
58127 ,安徽,怀远,一般站,11704,3259 ,24.5 ,25.7 
58128 ,安徽,固镇,一般站,11721 ,3320,21.0 ,22.2 
58129 ,安徽,五河,一般站,11750 ,3309,14.9 ,16.1 
58130 ,江苏,睢宁,基本站,11757 ,3356 ,23.8 ,25.0 
58131,江苏,宿迁,一般站,11813,3358,25.0 ,26.2 
58132 ,江苏,泗阳,一般站,11841,3343 ,14.5 ,15.7 
58135 ,江苏,泗洪,基本站,11813,3329 ,16.9 ,18.1 
58138 ,江苏,盱眙,基本站,11831,3259 ,40.8 ,41.9 
58139 ,江苏,洪泽,一般站,11855,3318,10.6 ,12.0 
58140 ,江苏,涟水,一般站,11918,3346 ,9.1 ,10.3 
58141 ,江苏,淮安,基准站,11856,3338,12.5 ,13.7 
58143 ,江苏,阜宁,基本站,11951,3348 ,4.8 ,5.8 
58145 ,江苏,楚州,一般站,11909,3330 ,7.4 ,8.6 
58146 ,江苏,建湖,一般站,11946,3328 ,3.0 ,4.0 
58147 ,江苏,金湖,一般站,11858,3259 ,24.2 ,25.3 
58148 ,江苏,宝应,一般站,11921,3316,3.3 ,4.3 
58150,江苏,射阳,基本站,12018,3345,1.8 ,3.0 
58154 ,江苏,盐都,一般站,12006,3319 ,4.0 ,4.8 
58158 ,江苏,大丰,基本站,12027,3310 ,3.1 ,4.1 
58202,安徽,阜南,一般站,11534,3240,31.2 ,32.4 
58203 ,安徽,阜阳,基本站,11544,3252 ,32.7 ,33.9 
58205 ,河南,淮滨,一般站,11526 ,3228 ,34.9 ,36.0 
58207 ,河南,潢川,一般站,11503,3210 ,42.8 ,44.0 
58208 ,河南,固始,基本站,11537 ,3210 ,42.9 ,43.9 
58210 ,安徽,颍上,一般站,11614,3239 ,25.2 ,26.2 
58212,安徽,凤台,一般站,11646,3243,23.0 ,24.2 
58214 ,安徽,霍邱,一般站,11618,3222 ,27.9 ,29.1 
58215 ,安徽,寿县,基准站,11647,3226,25.7 ,26.9 
58220 ,安徽,长丰,一般站,11709,3228 ,28.1 ,29.3 
58221 ,安徽,蚌埠,基本站,11718,3251 ,26.8 ,28.0 
58222 ,安徽,凤阳,一般站,11733,3251 ,24.6 ,25.6 
58223 ,安徽,明光,一般站,11759,3248,31.4 ,32.6 
58224 ,安徽,淮南,一般站,11703,3236 ,71.0 ,72.2 
58225 ,安徽,定远,基本站,11740,3232 ,69.6 ,70.6 
58234 ,安徽,来安,一般站,11825,3228 ,40.4 ,41.6 
58235 ,江苏,六合,一般站,11851,3222 ,10.4 ,11.6 
58236 ,安徽,滁州,基本站,11815,3221 ,33.5 ,34.7 
58237 ,江苏,浦口,一般站,11835,3204,46.6 ,47.7 
58238 ,江苏,南京,基准站,11854,3156 ,35.2 ,36.3 
58240 ,安徽,天长,一般站,11901,3241 ,21.3 ,22.5 
58241 ,江苏,高邮,基本站,11927,3248 ,5.4 ,6.5 
58242 ,江苏,仪征,一般站,11910,3218,22.5 ,23.5 
58243 ,江苏,兴化,一般站,11949,3257,3.0 ,4.5 
58244 ,江苏,江都,一般站,11935,3227 ,5.2 ,6.3 
58245 ,江苏,扬州,一般站,11925,3225 ,9.9 ,10.9 
58246 ,江苏,泰州,一般站,12000,3233,2.6 ,3.8 
58247 ,江苏,扬中,一般站,11948,3216,3.2 ,4.3 
58249 ,江苏,泰兴,一般站,12000,3210 ,6.0 ,7.3 
58250 ,江苏,姜堰,一般站,12009,3231 ,6.2 ,7.3 
58251 ,江苏,东台,基本站,12017,3251 ,3.3 ,4.5 
58252 ,江苏,丹徒,基本站,11928,3211 ,27.3 ,28.4 
58254 ,江苏,海安,一般站,12027,3231 ,5.4 ,6.5 
58255 ,江苏,如皋,基本站,12034,3222 ,6.4 ,7.5 
58257 ,江苏,靖江,一般站,12018,3159 ,9.8 ,11.0 
58259 ,江苏,南通,基本站,12059,3205 ,4.8 ,5.9 
58264 ,江苏,如东,一般站,12111,3220 ,3.4 ,4.6 
58265 ,江苏,吕泗,基准站,12136,3204 ,3.6 ,5.0 
58268 ,江苏,通州,一般站,12105,3206 ,4.4 ,5.5 
58269 ,江苏,启东,一般站,12139,3147 ,3.3 ,4.4 
58301 ,河南,商城,一般站,11523 ,3149 ,92.1 ,92.9 
58306 ,安徽,金寨,一般站,11553,3141 ,95.4 ,96.5 
58311 ,安徽,六安,基本站,11630,3144 ,74.1 ,75.3 
58314 ,安徽,霍山,基本站,11619,3124 ,86.4 ,87.6 
58316 ,安徽,舒城,一般站,11655,3128 ,23.6 ,24.8 
58317 ,安徽,岳西,一般站,11622,3052 ,434.2 ,435.4 
58319 ,安徽,桐城,基准站,11657,3104 ,85.4 ,86.0 
58320 ,安徽,肥西,一般站,11708,3144 ,21.8 ,22.8 
58321 ,安徽,合肥,基本站,11718,3147 ,27.0 ,28.2 
58323 ,安徽,肥东,一般站,11728,3153 ,25.0 ,26.0 
58326 ,安徽,巢湖,基本站,11750,3135,30.9 ,31.9 
58327 ,安徽,庐江,一般站,11717,3116,45.2 ,46.4 
58329 ,安徽,无为,一般站,11752,3120 ,9.6 ,10.8 
58330 ,安徽,含山,一般站,11805,3145 ,26.0 ,27.0 
58331 ,安徽,和县,一般站,11822,3144 ,22.5 ,23.5 
58334 ,安徽,芜湖,一般站,11825,3123 ,10.2 ,11.4 
58335 ,安徽,当涂,一般站,11834,3133 ,60.0 ,61.2 
58336 ,安徽,马鞍山,基本站,11834,3142 ,80.0 ,81.2 
58337 ,安徽,繁昌,一般站,11811,3105 ,26.8 ,28.0 
58338 ,安徽,芜湖县,基本站,11836,3107 ,40.0 ,41.4 
58339 ,江苏,高淳,一般站,11854,3120 ,16.6 ,17.8 
58340 ,江苏,溧水,一般站,11904,3136 ,30.4 ,31.4 
58341 ,江苏,丹阳,一般站,11936,3159 ,6.6 ,7.7 
58342 ,江苏,金坛,一般站,11932,3143 ,5.4 ,6.4 
58344 ,江苏,句容,一般站,11912,3158 ,36.0 ,37.1 
58345 ,江苏,溧阳,基本站,11929,3126 ,5.9 ,7.0 
58346 ,江苏,宜兴,一般站,11949,3120 ,16.4 ,17.6 
58349,江苏,苏州,一般站,12034,3125,8.0 ,9.1 
58351 ,江苏,江阴,一般站,12018,3154 ,4.2 ,5.4 
58352 ,江苏,常熟,一般站,12046,3139 ,4.5 ,5.7 
58353 ,江苏,张家港,一般站,12034,3152,11.5 ,12.5 
58354 ,江苏,无锡,基本站,12021,3137 ,3.2 ,4.2 
58356 ,江苏,昆山,基本站,12100,3124 ,3.2 ,4.4 
58358 ,江苏,东山,基本站,12026,3104 ,16.7 ,17.8 
58359 ,江苏,吴江,一般站,12037,3108 ,4.7 ,5.8 
58360 ,江苏,海门,一般站,12112,3155 ,3.3 ,4.4 
58361 ,上海,闵行,一般站,12122,3106 ,5.5 ,6.5 
58362 ,上海,宝山,基本站,12127,3124,5.5 ,6.7 
58365 ,上海,嘉定,一般站,12112,3123 ,6.5 ,7.5 
58366,上海,崇明,一般站,12130,3140,4.3 ,5.8 
58367,上海,徐家汇,一般站,12126,3112 ,4.6 ,5.6 
58369 ,上海,南汇,一般站,12147,3103 ,5.0 ,6.2 
58370 ,上海,浦东,一般站,12132 ,3114,4.4 ,5.5 
58377,江苏,太仓,一般站,12106,3131,5.7 ,6.7 
58401,湖北,罗田,一般站,11524,3045,123.1 ,124.6 
58402,湖北,英山,基本站,11540,3044,123.8 ,124.4
58404,湖北,浠水,一般站,11513,3028,61.8 ,63.3 
58408,湖北,蕲春,一般站,11526,3014,35.1 ,36.3 
58409,湖北,黄梅,一般站,11556,3006,32.0 ,33.6 
58417 ,安徽,宿松,一般站,11608,3010 ,54.7 ,55.9 
58429 ,安徽,铜陵,基本站,11751,3059,11.0 ,12.2 
58431 ,安徽,南陵,一般站,11819,3054,39.0 ,40.2 
58432 ,安徽,泾县,一般站,11824,3041 ,57.3 ,58.4 
58433 ,安徽,宣城,一般站,11845,3056 ,31.2 ,32.2 
58435 ,安徽,旌德,一般站,11832,3018 ,220.2 ,221.3 
58436 ,安徽,宁国,基本站,11859,3037 ,87.3 ,88.5 
58437 ,安徽,黄山,基准站,11809,3008 ,1840.4 ,1841.4 
58441 ,安徽,广德,一般站,11925,3052 ,43.1 ,44.3 
58442 ,安徽,郎溪,一般站,11911,3110,16.5 ,17.7 
58443 ,浙江,长兴,一般站,11954,3101 ,25.0 ,19.8 
58446 ,浙江,安吉,一般站,11942,3038,72.2 ,66.8 
58448,浙江,临安,基本站,11942,3013,117.6 ,118.6 
58449,浙江,富阳,一般站,11957,3003 ,46.5 ,47.9 
58450 ,浙江,湖州,基本站,12003,3052 ,7.4 ,7.8 
58451 ,浙江,嘉善,一般站,12056,3050 ,2.6 ,3.4 
58452 ,浙江,嘉兴,一般站,12046,3044 ,4.8 ,4.3 
58453 ,浙江,柯桥,一般站,12030,3004 ,7.9 ,10.7 
58454,浙江,德清,一般站,11959,3032,102.0 ,103.0 
58455 ,浙江,海宁,一般站,12030,3029 ,5.3 ,6.4 
58456 ,浙江,桐乡,一般站,12031,3038 ,6.0 ,6.7 
58457,浙江,杭州,基准站,12010,3014,41.7 ,42.6 
58458 ,浙江,海盐,一般站,12054,3032 ,4.8 ,3.9 
58459 ,浙江,萧山,一般站,12017,3011 ,96.5 ,98.0 
58460 ,上海,金山,一般站,12121,3044 ,5.2 ,6.2 
58461 ,上海,青浦,一般站,12107,3108 ,4.0 ,5.0 
58462 ,上海,松江,一般站,12111,3101 ,8.1 ,9.1 
58463 ,上海,奉贤,一般站,12130,3053 ,4.6 ,5.6 
58464,浙江,平湖,基本站,12107,3039,4.0 ,5.5 
58467 ,浙江,慈溪,基本站,12116,3012 ,4.5 ,5.7 
58468 ,浙江,余姚,一般站,12108,3001 ,38.0 ,39.0 
58472 ,浙江,嵊泗,基准站,12227,3044 ,79.6 ,73.9 
58477 ,浙江,定海,基本站,12206,3002 ,35.7 ,36.7 
58484 ,浙江,岱山,一般站,12212,3015 ,37.1 ,9.4 
58500,湖北,阳新,基本站,11513,2954,57.0 ,58.2 
58501,湖北,武穴,一般站,11538,2955,23.5 ,24.9 
58502 ,江西,九江,一般站,11601,2940 ,74.8 ,75.8 
58503 ,江西,瑞昌,一般站,11540 ,2942,41.2 ,42.7 
58505 ,江西,九江县,一般站,11554,2937 ,63.1 ,64.6 
58506 ,江西,庐山,基准站,11559,2935 ,1164.5 ,1165.4 
58507 ,江西,武宁,基本站,11507,2915 ,116.0 ,117.1 
58508 ,江西,德安,一般站,11546,2920 ,41.3 ,42.5 
58509 ,江西,永修,一般站,11549,2903 ,36.6 ,37.8 
58510 ,江西,湖口,一般站,11612,2941 ,35.2 ,36.4 
58512 ,江西,彭泽,一般站,11633,2954 ,71.3 ,72.5 
58514 ,江西,星子,一般站,11603,2927 ,37.1 ,38.6 
58517 ,江西,都昌,一般站,11611,2915 ,77.5 ,78.7 
58519 ,江西,波阳,基本站,11641,2900 ,40.1 ,41.1 
58520 ,安徽,祁门,基本站,11743,2951 ,142.0 ,143.1 
58523 ,安徽,黟县,一般站,11756,2956 ,227.5 ,228.7 
58524 ,江西,浮梁,一般站,11713,2922 ,87.3 ,88.8 
58527 ,江西,景德镇,基本站,11712,2918 ,61.5 ,62.9 
58529 ,江西,婺源,一般站,11751,2917 ,171.0 ,172.0 
58530 ,安徽,歙县,一般站,11826,2952 ,168.7 ,170.1 
58531 ,安徽,屯溪,基准站,11817,2943 ,142.7 ,143.9 
58534 ,安徽,休宁,一般站,11811,2947 ,170.2 ,171.4 
58537 ,浙江,开化,一般站,11824,2908 ,153.6 ,154.1 
58542,浙江,桐庐,一般站,11941,2949 ,46.1 ,47.3 
58543,浙江,淳安,基本站,11901,2937,171.4 ,172.6 
58544,浙江,建德,一般站,11916,2929,88.9 ,90.1 
58546 ,浙江,浦江,一般站,11953,2928 ,115.8 ,114.2 
58547 ,浙江,龙游,一般站,11911,2902 ,66.2 ,65.1 
58548 ,浙江,兰溪,一般站,11928,2913 ,50.2 ,46.7 
58549 ,浙江,金华,基本站,11939,2907 ,62.6 ,61.4 
58550 ,浙江,诸暨,一般站,12015,2942 ,39.1 ,39.4 
58553 ,浙江,上虞,基本站,12049,3003 ,6.4 ,6.4 
58555 ,浙江,新昌,一般站,12053,2931 ,115.1 ,116.3 
58556 ,浙江,嵊州,基本站,12049,2936 ,104.3 ,103.8 
58557 ,浙江,义乌,基本站,12005,2920 ,90.0 ,87.6 
58558 ,浙江,东阳,一般站,12013,2916 ,89.9 ,89.0 
58559 ,浙江,天台,一般站,12058,2909 ,107.6 ,108.6 
58560 ,浙江,磐安,一般站,12026,2903 ,304.5 ,301.3 
58561 ,浙江,镇海,一般站,12136,2959,4.0 ,5.2 
58562 ,浙江,鄞州,基本站,12130,2948 ,6.2 ,7.2 
58563 ,浙江,北仑,一般站,12150,2953 ,5.0 ,6.0 
58565,浙江,奉化,一般站,12123,2942,41.5 ,42.7 
58566 ,浙江,象山,一般站,12153,2928 ,6.0 ,7.2 
58567 ,浙江,宁海,一般站,12126,2919 ,39.3 ,40.4 
58568 ,浙江,三门,一般站,12123,2907 ,34.5 ,35.9 
58569 ,浙江,石浦,基本站,12157,2912 ,128.4 ,129.2 
58570 ,浙江,普陀,一般站,12218,2957 ,85.2 ,83.2 
58600 ,江西,靖安,基本站,11522,2852 ,78.9 ,80.1 
58601 ,江西,奉新,一般站,11523,2842 ,53.7 ,54.9 
58602 ,江西,安义,一般站,11533,2851 ,40.7 ,41.7 
58605 ,江西,高安,一般站,11523,2825 ,46.8 ,48.3 
58606 ,江西,南昌,基本站,11555,2836 ,46.9 ,47.9 
58607 ,江西,南昌县,一般站,11557,2833 ,31.9 ,32.9 
58608 ,江西,樟树,基本站,11533,2804 ,30.4 ,31.4 
58609 ,江西,丰城,一般站,11549,2813 ,27.0 ,28.2 
58612 ,江西,余干,一般站,11641,2842 ,21.1 ,22.3 
58614 ,江西,进贤,一般站,11617,2824 ,67.2 ,68.4 
58615 ,江西,万年,一般站,11705,2841 ,56.0 ,57.2 
58616 ,江西,余江,一般站,11649,2812 ,47.1 ,48.3 
58618,江西,东乡,一般站,11636,2816,82.4 ,83.6 
58619 ,江西,临川,一般站,11616,2754 ,73.7 ,75.1 
58620 ,江西,乐平,一般站,11706,2901,51.2 ,52.2 
58622 ,江西,德兴,基本站,11735,2857 ,88.5 ,89.7 
58623 ,江西,上饶县,一般站,11755,2828 ,90.6 ,91.6 
58624 ,江西,弋阳,一般站,11726,2824 ,70.0 ,71.0 
58625 ,江西,横峰,一般站,11736,2825 ,79.0 ,80.2 
58626 ,江西,贵溪,基本站,11714,2818 ,60.8 ,61.8 
58627 ,江西,鹰潭,一般站,11703,2819 ,55.8 ,57.2 
58629,江西,铅山,一般站,11742,2817,100.3 ,101.3 
58631 ,浙江,常山,一般站,11830,2854 ,137.0 ,132.1 
58632 ,浙江,江山,一般站,11836,2843 ,126.3 ,124.1 
58634 ,江西,玉山,基准站,11815,2841 ,116.3 ,117.5 
58635 ,江西,广丰,一般站,11812,2827 ,150.0 ,151.0 
58637 ,江西,上饶,基本站,11759,2827 ,118.2 ,119.2 
58642 ,浙江,武义,一般站,11948,2853 ,105.1 ,102.6 
58643 ,浙江,永康,一般站,12002,2854 ,102.9 ,99.4 
58644 ,浙江,遂昌,一般站,11917,2836 ,237.8 ,237.2 
58646 ,浙江,丽水,基本站,11955,2827 ,59.7 ,59.6 
58647 ,浙江,龙泉,一般站,11908,2805 ,222.1 ,217.3 
58648,浙江,景宁,一般站,11938,2800,246.8 ,247.8 
58652 ,浙江,仙居,基本站,12043,2852,83.0 ,79.1 
58654 ,浙江,缙云,一般站,12005,2840 ,184.7 ,184.9 
58656 ,浙江,乐清,一般站,12058,2804 ,60.8 ,58.2 
58657 ,浙江,青田,一般站,12017,2809 ,57.8 ,59.0 
58658 ,浙江,永嘉,一般站,12041,2809 ,34.3 ,36.4 
58659 ,浙江,温州,一般站,12039,2802 ,28.3 ,29.0 
58660 ,浙江,临海,一般站,12112 ,2852,6.6 ,6.8 
58664 ,浙江,温岭,一般站,12122,2822 ,35.3 ,33.6 
58665 ,浙江,洪家,基本站,12125,2837 ,4.6 ,5.3 
58666 ,浙江,大陈,基准站,12154,2827 ,86.2 ,84.4 
58667 ,浙江,玉环,基本站,12116,2805 ,95.9 ,99.4 
58693 ,江西,新建,一般站,11550,2842 ,40.0 ,41.0 
58701 ,江西,新干,一般站,11524,2746 ,46.5 ,47.7 
58704 ,江西,峡江,一般站,11521,2735 ,104.5 ,105.5 
58705 ,江西,永丰,基本站,11525,2720 ,85.7 ,86.9 
58706 ,江西,乐安,一般站,11550,2726 ,181.8 ,183.1 
58707 ,江西,吉水,一般站,11508,2713 ,66.2 ,67.4 
58710 ,江西,崇仁,一般站,11603,2746 ,78.6 ,79.8 
58712 ,江西,金溪,一般站,11647,2755 ,130.2 ,131.7 
58713 ,江西,资溪,一般站,11704,2743 ,225.1 ,225.8 
58714 ,江西,宜黄,一般站,11614,2733 ,120.4 ,121.6 
58715 ,江西,南城,基准站,11639,2735 ,80.8 ,82.0 
58718 ,江西,南丰,基本站,11632,2713 ,111.5 ,112.5 
58719 ,江西,黎川,一般站,11656,2718 ,131.1 ,132.4 
58724 ,福建,光泽,一般站,11719,2732,268.2 ,269.2 
58725 ,福建,邵武,基本站,11728,2720 ,218.0 ,218.9 
58730 ,福建,武夷山,基本站,11802,2746 ,222.1 ,223.1 
58731 ,福建,浦城,基本站,11832,2755 ,276.9 ,277.9 
58734 ,福建,建阳,基本站,11807,2720 ,196.9 ,198.1 
58735,福建,松溪,一般站,11845,2731,260.2 ,261.3 
58736,福建,政和,一般站,11849,2723,262.4 ,263.6 
58737 ,福建,建瓯,基准站,11819,2703 ,154.9 ,155.7 
58742 ,浙江,云和,基本站,11933,2807 ,163.0 ,159.6 
58744 ,福建,寿宁,基本站,11925,2727 ,815.9 ,816.9 
58745 ,浙江,庆元,一般站,11905,2737 ,400.8 ,391.7 
58746 ,浙江,泰顺,一般站,11942,2733 ,538.9 ,514.2 
58747 ,福建,周宁,一般站,11921,2709 ,899.3 ,900.3 
58748 ,福建,福安,一般站,11939,2706 ,50.5 ,51.5 
58749 ,福建,柘荣,一般站,11953,2714 ,684.1 ,685.1 
58750 ,浙江,文成,一般站,12005,2747 ,105.4 ,106.4 
58751 ,浙江,平阳,一般站,12034,2740,254.0 ,255.0 
58752 ,浙江,瑞安,基本站,12039,2747 ,39.7 ,37.9 
58754 ,福建,福鼎,基本站,12012,2720 ,36.2 ,37.0 
